German foreign minister Cresson made a speech on 11th hoping that a united Germany would play more important role in UN , and to have more right to speak for making decisions in UN .	the German Minister of Foreign Affairs Gunser , gave a speech on February 11th that he hoped the united Germany could play a more important role in the UN and have more say in the UN 's policy decisions .	0-1 1-4 1-5 2-2 4-8 5-9 6-10 7-11 8-13 12-18 13-19 15-21 16-23 17-24 18-25 19-26 20-28 22-29 24-30 25-31 31-38 33-35 34-39 0-1 1-4 1-5 2-2 4-8 5-9 6-10 7-11 8-13 12-18 13-19 15-21 16-23 17-24 18-25 19-26 20-28 22-29 24-30 25-31 31-38 33-35 34-39 3-6 3-15 9-16 11-17 14-20 26-32 27-32 28-32 29-33
as compared with the third phase , the price of the fourth phase is down 30 % .	compare with the price of the third stage , the price of the fourth stage is 30 % lower .	1-0 2-1 3-5 4-6 5-7 6-8 7-9 8-10 9-11 10-12 11-13 12-14 13-15 14-18 15-16 16-17 17-19 1-0 2-1 3-5 4-6 5-7 6-8 7-9 8-10 9-11 10-12 11-13 12-14 13-15 14-18 15-16 16-17 17-19
the amount of foreign capital actually utilized during the entire year reached 260 million US dollars .	the annual foreign investment actually used amounted to US$ 0.26 billion	0-0 3-2 4-3 5-4 6-5 11-6 12-9 14-8 15-8 0-0 3-2 4-3 5-4 6-5 11-6 12-9 14-8 15-8 7-1 8-1 9-1 10-1 13-10
US admits air attack killed hundreds of Iraqi citizens , UK reporter says bombed site not military target	U.S. confessed hundreds of Iraqi civilians died in air attack , British reporter said that bombed was not military target at all	0-0 2-8 3-9 5-2 6-3 7-4 8-5 9-10 10-11 11-12 13-15 14-15 15-17 16-18 17-19 0-0 2-8 3-9 5-2 6-3 7-4 8-5 9-10 10-11 11-12 13-15 14-15 15-17 16-18 17-19 1-1 4-6 12-13
Gusa reiterated that Thailand would never support any part of Cambodia to do any activities of subversion .	Gussa restated that Thailand will absolutely not support any Cambodian party in using Thailand for subversive activities against neighboring countries .	0-0 1-1 2-2 3-3 5-6 6-7 7-8 9-9 10-9 14-16 15-15 16-15 17-20 0-0 1-1 2-2 3-3 5-6 6-7 7-8 9-9 10-9 14-16 15-15 16-15 17-20 3-13 4-4 8-10
Hao Ding becomes the first disabled student from a Chinese orphanage to be accepted into college .	Ding Hao became the first handicapped university student who grew up in Chinese orphanage	0-0 1-1 3-3 4-4 5-5 6-7 9-12 10-13 15-6 0-0 1-1 3-3 4-4 5-5 6-7 9-12 10-13 15-6 2-2 6-8 7-9 7-10 7-11
the Chinese Foreign Minister Tang Jiaxuan has repeatedly talked about the issue of Taiwan while attending this UN conference and on his numerous public appearances during his visit in Washington .	Chinese Foreign Minister Tang Jiaxuan repeatedly raised the Taiwan issue while attending the General Assembly of the United Nations this time , and has done so in numerous public appearances on his visit to Washington .	1-0 2-1 3-2 4-3 5-4 6-6 7-5 8-6 9-6 10-7 11-9 13-8 14-10 15-11 17-17 17-18 19-22 22-27 23-28 24-29 26-31 27-32 29-34 30-35 1-0 2-1 3-2 4-3 5-4 6-6 7-5 8-6 9-6 10-7 11-9 13-8 14-10 15-11 17-17 17-18 19-22 22-27 23-28 24-29 26-31 27-32 29-34 30-35 16-12 18-13 18-14 20-26 25-30 28-33
at the press conference held toady for journalists from both at home and abroad , Dai Xianglong emphasized that China will not give up the open financial policy because of the financial turbulence in some of the Southeast Asian countries .	on today 's news releasing meeting for national and foreign journalists , Dai Xianglong emphasized that China would not give up finance open policy just because of the turbulent finance in some of the Southeast Asian countries .	2-3 2-4 2-5 3-3 3-4 3-5 5-1 6-6 7-10 8-7 8-9 11-7 12-8 13-9 14-11 15-12 16-13 17-14 18-15 19-16 20-17 21-18 22-19 23-20 25-22 26-21 27-23 28-25 29-26 30-27 31-28 31-29 32-28 32-29 33-30 34-31 35-32 36-33 37-34 38-35 39-36 40-37 2-3 2-4 2-5 3-3 3-4 3-5 5-1 6-6 7-10 8-7 8-9 11-7 12-8 13-9 14-11 15-12 16-13 17-14 18-15 19-16 20-17 21-18 22-19 23-20 25-22 26-21 27-23 28-25 29-26 30-27 31-28 31-29 32-28 32-29 33-30 34-31 35-32 36-33 37-34 38-35 39-36 40-37 0-0
Chinese enterprises become the biggest foreign investors in Macao .	Chinese enterprises become the biggest foreign investors in Macao .	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9
Japan 's Finance Minister Miyazawa announced a US$ 30 billion rescue package on October 3 during G-7 meeting .	Japan 's Finance Minister Miyazawa announced a US$ 30 billion rescue package on October 3 during G-7 meeting .	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18
the ambassador indicated to a U.S. television station that the reconstruction of Nicaragua requires about US$ 1 billion . he urged U.S. and other creditors nations to formulate an integral economic aid package similar to the Marshall Plan that helped rebuild Western Europe after the war .	Sacasa expressed to American TV station that it would need about one billion US dollars to rebuild Nicaragua . he urged America and other creditor nations to make an integral economic assistance scheme , something like Marshall plan that helped Western Europe 's reconstruction after the Second World War .	1-0 2-1 3-2 5-3 6-4 7-5 8-6 12-17 14-10 15-13 15-14 16-11 17-12 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29 30-30 31-31 32-32 33-35 34-35 36-36 37-37 38-38 39-39 41-40 42-41 43-44 44-45 45-46 45-47 45-48 46-49 1-0 2-1 3-2 5-3 6-4 7-5 8-6 12-17 14-10 15-13 15-14 16-11 17-12 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29 30-30 31-31 32-32 33-35 34-35 36-36 37-37 38-38 39-39 41-40 42-41 43-44 44-45 45-46 45-47 45-48 46-49 10-16 13-8 13-9 40-43
Gusa repeated that Thailand would never support any Cambodian group who wants to use Thai help to overthrow any government .	Gusa repeated that Thailand would never support any Cambodian group who wants to use Thai help to overthrow any government .	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20
the article forbids people from defaming religious groups .	this regulation forbids people to slander religious organizations .	0-0 1-1 2-2 3-3 5-5 6-6 7-7 8-8 0-0 1-1 2-2 3-3 5-5 6-6 7-7 8-8 4-4
Marge stated that Canada should list the issue of human rights as a new factor in its foreign trade policy .	Marchi said Canada should add human rights as a new factor to its foreign trade policy .	0-0 1-1 3-2 4-3 5-4 9-5 10-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 0-0 1-1 3-2 4-3 5-4 9-5 10-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16
Asia 's still just beginning to recover from their own crisis .	Asia is still in the initial stages of economic resurgence .	0-0 1-1 2-2 4-3 4-4 4-5 4-6 6-8 6-9 7-8 7-9 10-8 10-9 11-10 0-0 1-1 2-2 4-3 4-4 4-5 4-6 6-8 6-9 7-8 7-9 10-8 10-9 11-10 5-7 8-0
on the other hand , the catering industry index in August also fell 4.5 % over the same period last year , the 7th consecutive month in which the index has dropped since February , 1998 .	on the other hand , the food index in August dropped by 4.5 % compared with last year , and this has been the seventh month drop since February 1998 .	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-6 8-7 9-8 10-9 12-10 13-12 14-13 19-16 20-17 21-18 22-23 23-24 25-25 32-27 33-28 35-29 36-30 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-6 8-7 9-8 10-9 12-10 13-12 14-13 19-16 20-17 21-18 22-23 23-24 25-25 32-27 33-28 35-29 36-30 15-14 15-15 30-26 31-26
in addition , financial and investment companies will be controlled by the Ministry of Finance .	in addition , financial and investment companies will be controlled by the Ministry of Finance .	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15
the Thai government welcomed the surrender to authorities in Phnom Penh of two important members of the Khmer Rouge , Khieu Samphan and Nuon Chea , yesterday .	Thailand 's government expressed happiness about the event of two key members of Khmer Rouge , Khieu Samphan and Nuon Chea , surrendering to the authorities in Phnom Penh .	1-0 1-1 2-2 3-3 3-4 3-5 4-6 5-22 6-23 7-25 8-26 9-27 10-28 11-8 12-9 13-10 14-11 15-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19 24-20 25-21 27-29 1-0 1-1 2-2 3-3 3-4 3-5 4-6 5-22 6-23 7-25 8-26 9-27 10-28 11-8 12-9 13-10 14-11 15-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19 24-20 25-21 27-29
and this , the person was a model . it 's good for the local people to improve their human rights . directly , on the rights of the workers , such a kind , it had a very direct influence .	further , this type of , this person taking it with him , has a demonstrative effect on improving local human rights , has a direct effect on this type of worker rights , this thing , has an extremely direct effect .	1-2 4-7 14-19 17-18 19-20 20-21 24-27 26-32 29-31 31-34 31-35 32-34 32-35 33-29 33-34 33-35 34-36 37-38 38-39 39-40 40-41 41-42 1-2 4-7 14-19 17-18 19-20 20-21 24-27 26-32 29-31 31-34 31-35 32-34 32-35 33-29 33-34 33-35 34-36 37-38 38-39 39-40 40-41 41-42 3-6 10-13 10-14 10-16 11-13 11-14 11-16 16-17 22-25 25-28 36-37
some analysts think that because a high unemployment rate may cause social turbulence , China will solve the loss problem of state-owned enterprises in the way of merger instead of bankruptcy .	some analysts believed that China would solve the deficit problem of the state-owned enterprises mainly by the way of merger rather than bankruptcy since worrying about the social turbulence followed by the high rate of unemployment .	0-0 1-1 3-3 6-32 7-35 8-33 11-27 12-28 14-4 15-5 16-6 17-7 18-8 19-9 20-10 21-12 22-13 24-16 25-17 26-18 27-19 28-20 28-21 29-20 29-21 30-22 31-36 0-0 1-1 3-3 6-32 7-35 8-33 11-27 12-28 14-4 15-5 16-6 17-7 18-8 19-9 20-10 21-12 22-13 24-16 25-17 26-18 27-19 28-20 28-21 29-20 29-21 30-22 31-36 2-2 9-29 9-30 10-29 10-30 23-15
there I found Conseil , who wished to know the result of my interview with the Captain .	there I found Conseil , who wanted to know the upshot of my interview with the captain .	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17
'' yes , Captain , although by this time I ought to have accustomed myself to be surprised at nothing since I have been on board your boat '' .	'' yes , Captain , although since I 've been aboard your vessel , I should have formed the habit of not being amazed by anything ! ''	0-0 1-1 2-2 3-3 4-4 5-5 9-14 10-15 11-15 12-16 13-17 13-19 13-20 15-17 15-19 15-20 16-22 17-23 19-21 19-25 20-6 21-7 22-8 23-9 24-10 25-10 26-11 27-12 28-27 29-26 0-0 1-1 2-2 3-3 4-4 5-5 9-14 10-15 11-15 12-16 13-17 13-19 13-20 15-17 15-19 15-20 16-22 17-23 19-21 19-25 20-6 21-7 22-8 23-9 24-10 25-10 26-11 27-12 28-27 29-26 14-14 18-24
'' so shall I '' , replied Ned Land .	'' me , I am out like a light ! '' Ned Land replied .	0-0 3-3 4-10 6-13 7-11 8-12 9-14 0-0 3-3 4-10 6-13 7-11 8-12 9-14 3-1
'' no , my friend . what is Ned Land doing ? ''	'' no , my friend . what 's Ned Land up to ? ''	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 7-10 7-11 8-8 9-9 10-7 10-10 10-11 11-12 12-13 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 7-10 7-11 8-8 9-9 10-7 10-10 10-11 11-12 12-13
'' they are southern whales '' , said he ; '' there goes the fortune of a whole fleet of whalers '' .	'' they are southern right whales '' , he said . '' there goes the fortune of a whole whaling fleet '' .	0-0 1-1 2-2 3-3 4-5 5-6 6-7 7-9 8-8 9-10 10-11 11-12 12-13 13-14 14-15 15-16 16-17 17-18 18-20 19-19 20-19 21-21 22-22 0-0 1-1 2-2 3-3 4-5 5-6 6-7 7-9 8-8 9-10 10-11 11-12 12-13 13-14 14-15 15-16 16-17 17-18 18-20 19-19 20-19 21-21 22-22
'' and mine too '' , simply said the harpooner .	'' and with my own ! '' the harpooner replied simply .	0-0 1-1 2-3 2-4 4-6 6-10 7-9 8-7 9-8 10-11 0-0 1-1 2-3 2-4 4-6 6-10 7-9 8-7 9-8 10-11
'' at St. Malo '' , answered Conseil .	'' in Saint - Malo '' , Conseil returned unflappably .	0-0 2-2 3-4 4-5 5-6 6-8 7-7 8-10 0-0 2-2 3-4 4-5 5-6 6-8 7-7 8-10 1-1
'' no '' , said I ; '' the creature is wounded -- look at the blood ; but your weapon has not stuck in his body '' .	'' no '' , I said , '' the animal 's wounded , there 's its blood ; but your weapon did not stick in its body '' .	0-0 1-1 2-2 3-3 4-5 5-4 6-6 7-7 8-8 9-9 10-10 11-11 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 26-26 27-27 28-28 0-0 1-1 2-2 3-3 4-5 5-4 6-6 7-7 8-8 9-9 10-10 11-11 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 26-26 27-27 28-28 15-15 25-25
'' you may speak '' , said the captain . '' this man does not understand French '' .	'' you may talk freely '' , the captain told me . '' this man does not understand French '' .	0-0 1-1 2-2 3-3 4-5 5-6 6-9 7-7 8-8 9-11 10-12 11-13 12-14 13-15 14-16 15-17 16-18 17-19 18-20 0-0 1-1 2-2 3-3 4-5 5-6 6-9 7-7 8-8 9-11 10-12 11-13 12-14 13-15 14-16 15-17 16-18 17-19 18-20
'' good ! '' said Conseil ; '' a concert of bulls ! ''	'' gracious '' , Conseil put in , '' a choir of bulls ? ''	0-0 3-3 5-4 6-7 7-8 8-9 10-11 11-12 12-13 13-14 0-0 3-3 5-4 6-7 7-8 8-9 10-11 11-12 12-13 13-14 1-1 2-2 9-10
I cast a last look at the man-of-war , which was putting on steam , and rejoined Ned and Conseil .	I took a last look at the battleship , which was putting on steam . then I rejoined Ned and Conseil .	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 16-17 17-18 18-19 19-20 20-21 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 16-17 17-18 18-19 19-20 20-21 0-16 15-15
Conseil was in ecstasy . Ned Land , carried away by his violent instincts , rushed on to the staircase . but the moment he seized the rail with both hands , he , in his turn , was overthrown .	Conseil was in ecstasy . carried away by his violent instincts , Ned Land leaped up the companionway . but as soon as his hands seized the railing , he was thrown backward in his turn .	0-0 1-1 2-2 3-3 4-4 5-12 6-13 8-5 9-6 10-7 11-8 12-9 13-10 14-11 15-14 15-15 16-14 16-15 17-14 17-15 18-16 19-17 20-18 21-19 22-20 22-21 22-22 23-20 23-21 23-22 25-25 26-26 27-27 29-24 31-28 32-29 34-33 35-34 36-35 38-30 40-36 0-0 1-1 2-2 3-3 4-4 5-12 6-13 8-5 9-6 10-7 11-8 12-9 13-10 14-11 15-14 15-15 16-14 16-15 17-14 17-15 18-16 19-17 20-18 21-19 22-20 22-21 22-22 23-20 23-21 23-22 25-25 26-26 27-27 29-24 31-28 32-29 34-33 35-34 36-35 38-30 40-36 24-23 39-31 39-32
'' see ! '' exclaimed the harpooner , '' but we can see nothing in this iron prison ! we are walking -- we are sailing -- blindly '' .	'' see ! '' the harpooner exclaimed . '' there 's nothing to see , nothing we 'll ever see from this sheet-iron prison ! we are simply running around blindfolded -- ''	0-0 1-1 2-2 3-3 4-6 5-4 6-5 10-16 12-13 13-15 14-20 16-22 17-23 18-24 19-25 20-26 28-32 0-0 1-1 2-2 3-3 4-6 5-4 6-5 10-16 12-13 13-15 14-20 16-22 17-23 18-24 19-25 20-26 28-32 21-28 21-29 21-30 27-28 27-29 27-30
'' agreed , Captain ! ''	'' that suits me , Captain '' .	0-0 1-1 1-2 1-3 2-4 3-5 4-7 5-6 0-0 1-1 1-2 1-3 2-4 3-5 4-7 5-6
'' soundly , Professor . but , I do not know if I am right or not , there seems to be a sea breeze ! ''	'' like a log , Professor . but I must be imagining things , because it seems like I am breathing a sea breeze ! ''	0-0 1-1 1-2 1-3 2-4 3-5 4-6 5-7 7-8 17-13 18-15 19-16 22-21 23-22 24-23 25-24 26-25 0-0 1-1 1-2 1-3 2-4 3-5 4-6 5-7 7-8 17-13 18-15 19-16 22-21 23-22 24-23 25-24 26-25 7-18 8-9 8-10 8-11 8-12 9-9 9-10 9-11 9-12 10-9 10-10 10-11 10-12 11-9 11-10 11-11 11-12 12-9 12-10 12-11 12-12 13-9 13-10 13-11 13-12 14-9 14-10 14-11 14-12 15-9 15-10 15-11 15-12 16-9 16-10 16-11 16-12
'' yes , Captain Nemo '' , I replied ; '' and the Nautilus is wonderfully fitted for such a study . ah ! it is an intelligent boat ! ''	'' yes , Captain Nemo '' , I replied , '' and the Nautilus is wonderfully suited to this whole survey . ah , it 's a clever boat ! ''	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29 30-30 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29 30-30 17-17 19-18
'' well , we must accept '' , said the Canadian . '' but once more on dry ground , we shall know what to do . indeed , I shall not be sorry to eat a piece of fresh venison '' .	'' well , we 've got to accept ! '' the Canadian answered '' . once we are on solid ground , we 'll figure out a course of action . besides , it would not pain me to eat a couple slices of fresh venison ! ''	0-0 1-1 2-2 3-3 3-4 3-5 3-6 4-3 4-4 4-5 4-6 5-7 6-9 7-8 8-12 9-10 10-11 11-14 12-13 14-15 16-18 17-19 18-20 19-21 20-22 21-23 22-24 22-25 23-26 23-27 25-29 26-30 27-31 28-32 33-36 34-38 35-39 37-42 38-43 39-44 40-45 41-47 42-46 0-0 1-1 2-2 3-3 3-4 3-5 3-6 4-3 4-4 4-5 4-6 5-7 6-9 7-8 8-12 9-10 10-11 11-14 12-13 14-15 16-18 17-19 18-20 19-21 20-22 21-23 22-24 22-25 23-26 23-27 25-29 26-30 27-31 28-32 33-36 34-38 35-39 37-42 38-43 39-44 40-45 41-47 42-46 15-17 20-16 24-28 29-33 29-34 29-35 29-37 30-33 30-34 30-35 31-33 31-34 31-35 32-33 32-34 32-35 36-40 36-41
'' here we are , once more on land '' , said Conseil .	'' so here we are , back on shore '' , Conseil said .	0-0 1-2 2-3 3-4 4-5 7-7 8-8 9-9 10-10 11-12 12-11 13-13 0-0 1-2 2-3 3-4 4-5 7-7 8-8 9-9 10-10 11-12 12-11 13-13 5-6 6-6
I continued my work , but the temperature rose to such a pitch as to be intolerable .	I kept on working , but the temperature rose to the point of becoming unbearable .	0-0 1-1 1-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 12-11 15-13 16-14 17-15 0-0 1-1 1-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 12-11 15-13 16-14 17-15 2-0 11-10
I was mistaken . she tried to sheer off , but the supernatural animal approached with a velocity double her own .	my mistake . it wanted to retreat , but the unearthly animal came at us with a speed double our own .	0-0 0-1 1-0 1-1 2-0 2-1 3-2 5-4 6-5 7-6 8-6 9-7 10-8 11-9 12-10 13-11 14-12 14-13 15-15 16-16 17-17 18-18 20-20 21-21 0-0 0-1 1-0 1-1 2-0 2-1 3-2 5-4 6-5 7-6 8-6 9-7 10-8 11-9 12-10 13-11 14-12 14-13 15-15 16-16 17-17 18-18 20-20 21-21 4-3 19-19
I turned , and saw the Captain .	I turned and discovered the captain .	0-0 1-1 3-2 4-3 5-4 6-5 7-6 0-0 1-1 3-2 4-3 5-4 6-5 7-6
'' yes , sir '' .	'' yes , sir '' .	0-0 1-1 2-2 3-3 4-4 5-5 0-0 1-1 2-2 3-3 4-4 5-5
'' what are they , Captain ? ''	'' what are they , Captain ? '' I asked .	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7
'' then , sir , if you will allow me , I will wish you good night '' .	'' then , sir , with your permission , I will bid you good evening '' .	0-0 1-1 2-2 3-3 4-4 5-5 5-7 6-6 7-5 7-7 8-5 8-7 10-8 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 0-0 1-1 2-2 3-3 4-4 5-5 5-7 6-6 7-5 7-7 8-5 8-7 10-8 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16
'' had not its eyes , placed at the back of its head , considerable development ? ''	'' were not its eyes prominently placed and considerably enlarged ? ''	0-0 2-2 3-3 4-4 6-6 16-10 17-11 0-0 2-2 3-3 4-4 6-6 16-10 17-11 1-1 1-9 14-8 15-1 15-9
the captain rose , telling me to follow him . I had had time to recover . I obeyed . the saloon was dark , but through the transparent glass the waves were sparkling . I looked .	the captain stood up and invited me to follow him . I ' d had time to collect myself . I did so . the lounge was dark , but the sea 's waves sparkled through the transparent windows . I stared .	0-0 1-1 2-2 2-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10 10-11 11-13 12-14 13-15 14-16 15-17 15-18 16-19 17-20 18-21 18-22 19-23 20-24 21-25 22-26 23-27 24-28 25-29 26-35 27-36 28-37 29-38 30-30 31-33 32-34 33-34 34-39 35-40 36-41 37-42 0-0 1-1 2-2 2-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10 10-11 11-13 12-14 13-15 14-16 15-17 15-18 16-19 17-20 18-21 18-22 19-23 20-24 21-25 22-26 23-27 24-28 25-29 26-35 27-36 28-37 29-38 30-30 31-33 32-34 33-34 34-39 35-40 36-41 37-42
'' my word ! '' returned the Canadian '' , I begin to understand the charms of anthropophagy '' .	'' ye gods '' , the Canadian shot back , '' I am starting to appreciate the charms of cannibalism ! ''	0-0 1-1 1-2 2-1 2-2 3-3 4-4 5-7 5-8 6-5 7-6 8-10 9-9 10-11 11-12 11-13 12-14 13-15 14-16 15-17 16-18 17-19 18-21 19-20 0-0 1-1 1-2 2-1 2-2 3-3 4-4 5-7 5-8 6-5 7-6 8-10 9-9 10-11 11-12 11-13 12-14 13-15 14-16 15-17 16-18 17-19 18-21 19-20
meanwhile , the exasperated Papuans had beaten a retreat paralyzed with terror . as for us , half laughing , we consoled and rubbed the unfortunate Ned Land , who swore like one possessed .	meanwhile , crazed with terror , the unhinged Papuans beat a retreat . as for us , half laughing , we massaged and comforted poor Ned Land , who was swearing like one possessed .	0-0 1-5 2-6 3-7 4-8 5-9 6-9 7-10 8-11 9-2 10-3 11-4 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-23 22-22 23-21 25-24 26-25 27-26 28-27 29-28 30-29 30-30 31-31 32-32 33-33 34-34 0-0 1-5 2-6 3-7 4-8 5-9 6-9 7-10 8-11 9-2 10-3 11-4 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-23 22-22 23-21 25-24 26-25 27-26 28-27 29-28 30-29 30-30 31-31 32-32 33-33 34-34
in less than twenty minutes , the Nautilus , carried along by the torrent , had passed through the Isthmus of Suez .	in less than twenty minutes , swept along by the torrent , the Nautilus had just cleared the Isthmus of Suez .	0-0 1-1 2-2 3-3 4-4 6-12 7-13 9-6 10-7 11-8 12-9 13-10 14-11 15-14 15-16 16-14 16-16 17-14 17-16 18-17 19-18 20-19 21-20 22-21 0-0 1-1 2-2 3-3 4-4 6-12 7-13 9-6 10-7 11-8 12-9 13-10 14-11 15-14 15-16 16-14 16-16 17-14 17-16 18-17 19-18 20-19 21-20 22-21
'' to speak to you , Captain '' .	'' to speak with you , Captain '' .	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8
it was the commander of the vessel who thus spoke .	it was the ship 's commander who had just spoken .	0-0 1-1 2-4 3-5 4-4 5-2 6-3 7-6 9-7 9-9 10-10 0-0 1-1 2-4 3-5 4-4 5-2 6-3 7-6 9-7 9-9 10-10
'' immensely rich , sir ; and I could , without missing it , pay the national debt of France '' .	'' infinitely rich , sir , and without any trouble , I could pay off the ten-billion-franc French national debt ! ''	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-11 8-12 10-7 14-13 14-14 15-15 16-18 17-19 18-17 19-17 20-21 21-20 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-11 8-12 10-7 14-13 14-14 15-15 16-18 17-19 18-17 19-17 20-21 21-20
after rather a long silence , the commander resumed the conversation .	after a fairly long silence , the commander went on with our conversation .	0-0 1-2 2-1 3-3 4-4 5-5 6-6 7-7 8-8 8-9 8-10 10-12 11-13 0-0 1-2 2-1 3-3 4-4 5-5 6-6 7-7 8-8 8-9 8-10 10-12 11-13 9-11
'' mussels too ? '' asked the Canadian .	'' are mussels included too ? '' the Canadian asked .	0-0 1-2 2-4 3-5 4-6 5-9 6-7 7-8 8-10 0-0 1-2 2-4 3-5 4-6 5-9 6-7 7-8 8-10
a seaman could not be mistaken , and I told the Canadian all that had passed during his sleep .	a seaman could not be wrong on this topic , and I told the Canadian what had gone on while he slept .	0-0 1-1 2-2 3-3 4-4 5-5 6-9 7-10 8-11 9-12 10-13 11-14 14-16 15-17 15-18 19-22 0-0 1-1 2-2 3-3 4-4 5-5 6-9 7-10 8-11 9-12 10-13 11-14 14-16 15-17 15-18 19-22 13-15 16-19 17-20 18-21
'' good ! for the future I shall pay attention '' , replied the Canadian .	'' good ! '' the Canadian replied . '' from now on we 'll pay closer attention to 'em '' .	0-0 1-1 2-2 3-9 3-10 3-11 4-9 4-10 4-11 5-9 5-10 5-11 7-13 8-13 9-15 11-8 11-19 12-6 13-4 14-5 15-20 0-0 1-1 2-2 3-9 3-10 3-11 4-9 4-10 4-11 5-9 5-10 5-11 7-13 8-13 9-15 11-8 11-19 12-6 13-4 14-5 15-20 6-12 10-7
Captain Nemo was awaiting me .	Captain Nemo was waiting for me .	0-0 1-1 2-2 3-3 3-4 4-5 5-6 0-0 1-1 2-2 3-3 3-4 4-5 5-6
'' in any case '' , replied the Canadian , '' we shall be free , for we are floating '' .	'' in any event we are already clear '' , the Canadian replied , '' because we are afloat '' .	0-0 1-1 2-2 3-3 4-8 5-9 6-12 7-10 8-11 9-13 10-14 11-4 14-7 16-15 17-16 18-17 19-18 20-19 21-20 0-0 1-1 2-2 3-3 4-8 5-9 6-12 7-10 8-11 9-13 10-14 11-4 14-7 16-15 17-16 18-17 19-18 20-19 21-20 12-5 13-5
'' we shall succeed '' , I said to the Captain , after having anxiously watched the result of the operation .	after I monitored the operation 's progress , double-checking it with many inspections , I told the captain , '' it 's working '' .	0-19 4-23 6-14 7-15 8-15 9-16 10-17 11-18 12-0 13-2 15-2 16-5 18-5 19-3 20-4 21-24 0-19 4-23 6-14 7-15 8-15 9-16 10-17 11-18 12-0 13-2 15-2 16-5 18-5 19-3 20-4 21-24 1-20 1-21 1-22 2-20 2-21 2-22 3-20 3-21 3-22 17-6
